namevariant,adamlink,wikidata,preflabel,coords,begin_min,begin_max,end_min,end_max;
searchable,adamlink_url,wikidata_url,canonical_form,geometry,begin_min,begin_max,end_min,end_max;
L. Leidschedwstr.,https://adamlink.nl/geo/street/lange-leidsedwarsstraat/2609,http://www.wikidata.org/entity/Q19319685,Lange Leidsedwarsstraat,Point(4.8836168041657 52.364626709097),1662,1692,0,0;
l.leidschedw.str.,https://adamlink.nl/geo/street/lange-leidsedwarsstraat/2609,http://www.wikidata.org/entity/Q19319685,Lange Leidsedwarsstraat,Point(4.8836168041657 52.364626709097),1662,1692,0,0;
L.leidschedwstr.,https://adamlink.nl/geo/street/lange-leidsedwarsstraat/2609,http://www.wikidata.org/entity/Q19319685,Lange Leidsedwarsstraat,Point(4.8836168041657 52.364626709097),1662,1692,0,0;
l>Leidschedw.straat,https://adamlink.nl/geo/street/lange-leidsedwarsstraat/2609,http://www.wikidata.org/entity/Q19319685,Lange Leidsedwarsstraat,Point(4.8836168041657 52.364626709097),1662,1692,0,0;
L. Leidschedwarsstr.,https://adamlink.nl/geo/street/lange-leidsedwarsstraat/2609,http://www.wikidata.org/entity/Q19319685,Lange Leidsedwarsstraat,Point(4.8836168041657 52.364626709097),1662,1692,0,0;
Lange Leidschedw. str.,https://adamlink.nl/geo/street/lange-leidsedwarsstraat/2609,http://www.wikidata.org/entity/Q19319685,Lange Leidsedwarsstraat,Point(4.8836168041657 52.364626709097),1662,1692,0,0;
Lange Leidschedwstr,https://adamlink.nl/geo/street/lange-leidsedwarsstraat/2609,http://www.wikidata.org/entity/Q19319685,Lange Leidsedwarsstraat,Point(4.8836168041657 52.364626709097),1662,1692,0,0;
Lange Leidschedwstr.,https://adamlink.nl/geo/street/lange-leidsedwarsstraat/2609,http://www.wikidata.org/entity/Q19319685,Lange Leidsedwarsstraat,Point(4.8836168041657 52.364626709097),1662,1692,0,0;
Niezel Lange,https://adamlink.nl/geo/street/lange-niezel/2610,http://www.wikidata.org/entity/Q19319803,Lange Niezel,Point(4.8980126139588 52.375246540621),1342,1625,0,0;
L. Niezel,https://adamlink.nl/geo/street/lange-niezel/2610,http://www.wikidata.org/entity/Q19319803,Lange Niezel,Point(4.8980126139588 52.375246540621),1342,1625,0,0;
Lange Wiezel,https://adamlink.nl/geo/street/lange-niezel/2610,http://www.wikidata.org/entity/Q19319803,Lange Niezel,Point(4.8980126139588 52.375246540621),1342,1625,0,0;
Vogelstraat Lange,https://adamlink.nl/geo/street/lange-vogelstraat/2612,http://www.wikidata.org/entity/Q19320073,Lange Vogelstraat,Point(4.9277429735904 52.387360409215),1919,1919,0,0;
Langenbrugsteeg,https://adamlink.nl/geo/street/langebrugsteeg/2614,http://www.wikidata.org/entity/Q1842847,Langebrugsteeg,Point(4.8926171146701 52.369261509801),1342,1625,0,0;
Langestr.,https://adamlink.nl/geo/street/langestraat/2616,http://www.wikidata.org/entity/Q19320670,Langestraat,Point(4.8921633326931 52.378346185459),1593,1612,0,0;
Langskatstraat,https://adamlink.nl/geo/street/langkatstraat/2617,http://www.wikidata.org/entity/Q19320905,Langkatstraat,Point(4.9388384880401 52.36377898385),1913,1913,0,0;
langkatstr,https://adamlink.nl/geo/street/langkatstraat/2617,http://www.wikidata.org/entity/Q19320905,Langkatstraat,Point(4.9388384880401 52.36377898385),1913,1913,0,0;
langkatstr.,https://adamlink.nl/geo/street/langkatstraat/2617,http://www.wikidata.org/entity/Q19320905,Langkatstraat,Point(4.9388384880401 52.36377898385),1913,1913,0,0;
Lanceloetstr.,https://adamlink.nl/geo/street/lanseloetstraat/2620,http://www.wikidata.org/entity/Q19321133,Lanseloetstraat,Point(4.8498545616906 52.3769214464),1939,1939,0,0;
Lanselootstr.,https://adamlink.nl/geo/street/lanseloetstraat/2620,http://www.wikidata.org/entity/Q19321133,Lanseloetstraat,Point(4.8498545616906 52.3769214464),1939,1939,0,0;
lanseloetstr.,https://adamlink.nl/geo/street/lanseloetstraat/2620,http://www.wikidata.org/entity/Q19321133,Lanseloetstraat,Point(4.8498545616906 52.3769214464),1939,1939,0,0;
La Placestr,https://adamlink.nl/geo/street/laplacestraat/2622,http://www.wikidata.org/entity/Q19321182,Laplacestraat,Point(4.9368406252762 52.356495690498),1927,1927,0,0;
La Placestr.,https://adamlink.nl/geo/street/laplacestraat/2622,http://www.wikidata.org/entity/Q19321182,Laplacestraat,Point(4.9368406252762 52.356495690498),1927,1927,0,0;
Laplacestr.,https://adamlink.nl/geo/street/laplacestraat/2622,http://www.wikidata.org/entity/Q19321182,Laplacestraat,Point(4.9368406252762 52.356495690498),1927,1927,0,0;
La Placestraat,https://adamlink.nl/geo/street/laplacestraat/2622,http://www.wikidata.org/entity/Q19321182,Laplacestraat,Point(4.9368406252762 52.356495690498),1927,1927,0,0;
La Placcestraat,https://adamlink.nl/geo/street/laplacestraat/2622,http://www.wikidata.org/entity/Q19321182,Laplacestraat,Point(4.9368406252762 52.356495690498),1927,1927,0,0;
Latharustraat,https://adamlink.nl/geo/street/latherusstraat/2627,http://www.wikidata.org/entity/Q19321387,Latherusstraat,Point(4.9140935137495 52.391782528696),1922,1922,0,0;
Lathirusstraat,https://adamlink.nl/geo/street/latherusstraat/2627,http://www.wikidata.org/entity/Q19321387,Latherusstraat,Point(4.9140935137495 52.391782528696),1922,1922,0,0;
Latherusstr.,https://adamlink.nl/geo/street/latherusstraat/2627,http://www.wikidata.org/entity/Q19321387,Latherusstraat,Point(4.9140935137495 52.391782528696),1922,1922,0,0;
Latherusstr,https://adamlink.nl/geo/street/latherusstraat/2627,http://www.wikidata.org/entity/Q19321387,Latherusstraat,Point(4.9140935137495 52.391782528696),1922,1922,0,0;
Lathyrusstr.,https://adamlink.nl/geo/street/latherusstraat/2627,http://www.wikidata.org/entity/Q19321387,Latherusstraat,Point(4.9140935137495 52.391782528696),1922,1922,0,0;
Latheriusstraat,https://adamlink.nl/geo/street/latherusstraat/2627,http://www.wikidata.org/entity/Q19321387,Latherusstraat,Point(4.9140935137495 52.391782528696),1922,1922,0,0;
Lauriergr.,https://adamlink.nl/geo/street/lauriergracht/2630,http://www.wikidata.org/entity/Q2175315,Lauriergracht,Point(4.879661173484 52.371004224559),1625,1625,0,0;
Lauriergrt.,https://adamlink.nl/geo/street/lauriergracht/2630,http://www.wikidata.org/entity/Q2175315,Lauriergracht,Point(4.879661173484 52.371004224559),1625,1625,0,0;
Laurierstr.,https://adamlink.nl/geo/street/laurierstraat/2632,http://www.wikidata.org/entity/Q19321512,Laurierstraat,Point(4.8791534018096 52.371748027572),1625,1625,0,0;
Mairestraat Le,https://adamlink.nl/geo/street/le-mairestraat/2638,http://www.wikidata.org/entity/Q19322971,Le Mairestraat,Point(4.880553507296 52.390583260139),1915,1915,0,0;
Leeuwenhoek,https://adamlink.nl/geo/street/leeuwenhoekstraat/2648,http://www.wikidata.org/entity/Q19323536,Leeuwenhoekstraat,Point(4.907903627734 52.358278475108),1876,1876,0,0;
Leeuwenhoekstr.,https://adamlink.nl/geo/street/leeuwenhoekstraat/2648,http://www.wikidata.org/entity/Q19323536,Leeuwenhoekstraat,Point(4.907903627734 52.358278475108),1876,1876,0,0;
Leeuwenhoekstr,https://adamlink.nl/geo/street/leeuwenhoekstraat/2648,http://www.wikidata.org/entity/Q19323536,Leeuwenhoekstraat,Point(4.907903627734 52.358278475108),1876,1876,0,0;
Leeuwerikstr.,https://adamlink.nl/geo/street/leeuwerikstraat/2650,http://www.wikidata.org/entity/Q19323703,Leeuwerikstraat,Point(4.9166020993448 52.385195575299),1911,1911,0,0;
Logmeerstr.,https://adamlink.nl/geo/street/legmeerstraat/2653,http://www.wikidata.org/entity/Q19323925,Legmeerstraat,Point(4.8504099586993 52.351659399284),1927,1927,0,0;
Legmeerstr,https://adamlink.nl/geo/street/legmeerstraat/2653,http://www.wikidata.org/entity/Q19323925,Legmeerstraat,Point(4.8504099586993 52.351659399284),1927,1927,0,0;
Legmeerstr.,https://adamlink.nl/geo/street/legmeerstraat/2653,http://www.wikidata.org/entity/Q19323925,Legmeerstraat,Point(4.8504099586993 52.351659399284),1927,1927,0,0;
Leidschegrt.,https://adamlink.nl/geo/street/leidsegracht/2658,http://www.wikidata.org/entity/Q657507,Leidsegracht,Point(4.880169262941 52.365092478419),1625,1625,0,0;
Leidsche Kruisstr.,https://adamlink.nl/geo/street/leidsekruisstraat/2660,http://www.wikidata.org/entity/Q19324021,Leidsekruisstraat,Point(4.8851043595301 52.363621548218),1662,1692,0,0;
Leidsche Kruisstraat,https://adamlink.nl/geo/street/leidsekruisstraat/2660,http://www.wikidata.org/entity/Q19324021,Leidsekruisstraat,Point(4.8851043595301 52.363621548218),1662,1692,0,0;
Leidsche kruisstr,https://adamlink.nl/geo/street/leidsekruisstraat/2660,http://www.wikidata.org/entity/Q19324021,Leidsekruisstraat,Point(4.8851043595301 52.363621548218),1662,1692,0,0;
Leidschekruisstr.,https://adamlink.nl/geo/street/leidsekruisstraat/2660,http://www.wikidata.org/entity/Q19324021,Leidsekruisstraat,Point(4.8851043595301 52.363621548218),1662,1692,0,0;
Leidschepl.,https://adamlink.nl/geo/street/leidseplein/2661,,Leidseplein,Point(4.880581896979 52.362888889128),1750,1750,0,0;
Leidschestr,https://adamlink.nl/geo/street/leidsestraat/2662,http://www.wikidata.org/entity/Q2261845,Leidsestraat,Point(4.8831136777874 52.364386033573),1662,1692,0,0;
Leidschestr.,https://adamlink.nl/geo/street/leidsestraat/2662,http://www.wikidata.org/entity/Q2261845,Leidsestraat,Point(4.8831136777874 52.364386033573),1662,1692,0,0;
Leiduinstr.,https://adamlink.nl/geo/street/leiduinstraat/2663,http://www.wikidata.org/entity/Q19324050,Leiduinstraat,Point(4.8468547210104 52.354339554223),1933,1933,0,0;
Leimuidenstr,https://adamlink.nl/geo/street/leimuidenstraat/2664,http://www.wikidata.org/entity/Q19324128,Leimuidenstraat,Point(4.8504979866452 52.351044675246),1927,1927,0,0;
lekstr,https://adamlink.nl/geo/street/lekstraat/2667,http://www.wikidata.org/entity/Q19324241,Lekstraat,Point(4.9023614458347 52.344226040637),1924,1924,0,0;
Lekstraatc,https://adamlink.nl/geo/street/lekstraat/2667,http://www.wikidata.org/entity/Q19324241,Lekstraat,Point(4.9023614458347 52.344226040637),1924,1924,0,0;
Lekstr.,https://adamlink.nl/geo/street/lekstraat/2667,http://www.wikidata.org/entity/Q19324241,Lekstraat,Point(4.9023614458347 52.344226040637),1924,1924,0,0;
Leliegr.,https://adamlink.nl/geo/street/leliegracht/2668,http://www.wikidata.org/entity/Q2400867,Leliegracht,Point(4.8844082786113 52.375814929201),1625,1625,0,0;
Leliegr,https://adamlink.nl/geo/street/leliegracht/2668,http://www.wikidata.org/entity/Q2400867,Leliegracht,Point(4.8844082786113 52.375814929201),1625,1625,0,0;
Leliegrt,https://adamlink.nl/geo/street/leliegracht/2668,http://www.wikidata.org/entity/Q2400867,Leliegracht,Point(4.8844082786113 52.375814929201),1625,1625,0,0;
Leonardostr.,https://adamlink.nl/geo/street/leonardostraat/2676,http://www.wikidata.org/entity/Q19324887,Leonardostraat,Point(4.8681640697886 52.349635448177),1925,1925,0,0;
Leonardstr.,https://adamlink.nl/geo/street/leonardostraat/2676,http://www.wikidata.org/entity/Q19324887,Leonardostraat,Point(4.8681640697886 52.349635448177),1925,1925,0,0;
Leonardostr,https://adamlink.nl/geo/street/leonardostraat/2676,http://www.wikidata.org/entity/Q19324887,Leonardostraat,Point(4.8681640697886 52.349635448177),1925,1925,0,0;
Lepelkruisstr.,https://adamlink.nl/geo/street/lepelkruisstraat/2678,http://www.wikidata.org/entity/Q19325649,Lepelkruisstraat,Point(4.908285897829 52.36366366722),1889,1889,0,0;
Lepel Kruisstr,https://adamlink.nl/geo/street/lepelkruisstraat/2678,http://www.wikidata.org/entity/Q19325649,Lepelkruisstraat,Point(4.908285897829 52.36366366722),1889,1889,0,0;
Lepelskruisstr.,https://adamlink.nl/geo/street/lepelkruisstraat/2678,http://www.wikidata.org/entity/Q19325649,Lepelkruisstraat,Point(4.908285897829 52.36366366722),1889,1889,0,0;
Lepelkruistr.,https://adamlink.nl/geo/street/lepelkruisstraat/2678,http://www.wikidata.org/entity/Q19325649,Lepelkruisstraat,Point(4.908285897829 52.36366366722),1889,1889,0,0;
lepelkr.str.,https://adamlink.nl/geo/street/lepelkruisstraat/2678,http://www.wikidata.org/entity/Q19325649,Lepelkruisstraat,Point(4.908285897829 52.36366366722),1889,1889,0,0;
Lepelkr.straat,https://adamlink.nl/geo/street/lepelkruisstraat/2678,http://www.wikidata.org/entity/Q19325649,Lepelkruisstraat,Point(4.908285897829 52.36366366722),1889,1889,0,0;
Lepelkruisstr,https://adamlink.nl/geo/street/lepelkruisstraat/2678,http://www.wikidata.org/entity/Q19325649,Lepelkruisstraat,Point(4.908285897829 52.36366366722),1889,1889,0,0;
Lepelkruidstr,https://adamlink.nl/geo/street/lepelkruisstraat/2678,http://www.wikidata.org/entity/Q19325649,Lepelkruisstraat,Point(4.908285897829 52.36366366722),1889,1889,0,0;
Leperstraat,https://adamlink.nl/geo/street/lepelstraat/2679,http://www.wikidata.org/entity/Q19325665,Lepelstraat,Point(4.9049851708449 52.362562799865),1889,1889,0,0;
Lepelstr.,https://adamlink.nl/geo/street/lepelstraat/2679,http://www.wikidata.org/entity/Q19325665,Lepelstraat,Point(4.9049851708449 52.362562799865),1889,1889,0,0;
Lepelswtr.,https://adamlink.nl/geo/street/lepelstraat/2679,http://www.wikidata.org/entity/Q19325665,Lepelstraat,Point(4.9049851708449 52.362562799865),1889,1889,0,0;
Lepestraat,https://adamlink.nl/geo/street/lepelstraat/2679,http://www.wikidata.org/entity/Q19325665,Lepelstraat,Point(4.9049851708449 52.362562799865),1889,1889,0,0;
Le3pelstr.,https://adamlink.nl/geo/street/lepelstraat/2679,http://www.wikidata.org/entity/Q19325665,Lepelstraat,Point(4.9049851708449 52.362562799865),1889,1889,0,0;
Lepelstr,https://adamlink.nl/geo/street/lepelstraat/2679,http://www.wikidata.org/entity/Q19325665,Lepelstraat,Point(4.9049851708449 52.362562799865),1889,1889,0,0;
Lepelstr..,https://adamlink.nl/geo/street/lepelstraat/2679,http://www.wikidata.org/entity/Q19325665,Lepelstraat,Point(4.9049851708449 52.362562799865),1889,1889,0,0;
Lijnbaansgr.,https://adamlink.nl/geo/street/lijnbaansgracht/2698,http://www.wikidata.org/entity/Q2425431,Lijnbaansgracht,Point(4.877915 52.369649),1612,1614,0,0;
Lijbaansgracht,https://adamlink.nl/geo/street/lijnbaansgracht/2698,http://www.wikidata.org/entity/Q2425431,Lijnbaansgracht,Point(4.877915 52.369649),1612,1614,0,0;
Lijnb.Gracht.,https://adamlink.nl/geo/street/lijnbaansgracht/2698,http://www.wikidata.org/entity/Q2425431,Lijnbaansgracht,Point(4.877915 52.369649),1612,1614,0,0;
Lijnbaangrt.,https://adamlink.nl/geo/street/lijnbaansgracht/2698,http://www.wikidata.org/entity/Q2425431,Lijnbaansgracht,Point(4.877915 52.369649),1612,1614,0,0;
Lijnbaansgrt.,https://adamlink.nl/geo/street/lijnbaansgracht/2698,http://www.wikidata.org/entity/Q2425431,Lijnbaansgracht,Point(4.877915 52.369649),1612,1614,0,0;
Lijnbaangracht,https://adamlink.nl/geo/street/lijnbaansgracht/2698,http://www.wikidata.org/entity/Q2425431,Lijnbaansgracht,Point(4.877915 52.369649),1612,1614,0,0;
Lijnbaansstr.,https://adamlink.nl/geo/street/lijnbaansstraat/2700,http://www.wikidata.org/entity/Q19326894,Lijnbaansstraat,Point(4.8781747345815 52.369275678985),1875,1875,0,0;
Lindengr.,https://adamlink.nl/geo/street/lindengracht/2707,http://www.wikidata.org/entity/Q2383397,Lindengracht,Point(4.8804741998498 52.379528057549),1625,1625,0,0;
Lindengr,https://adamlink.nl/geo/street/lindengracht/2707,http://www.wikidata.org/entity/Q2383397,Lindengracht,Point(4.8804741998498 52.379528057549),1625,1625,0,0;
Lindengracht.,https://adamlink.nl/geo/street/lindengracht/2707,http://www.wikidata.org/entity/Q2383397,Lindengracht,Point(4.8804741998498 52.379528057549),1625,1625,0,0;
Lindengrt.,https://adamlink.nl/geo/street/lindengracht/2707,http://www.wikidata.org/entity/Q2383397,Lindengracht,Point(4.8804741998498 52.379528057549),1625,1625,0,0;
Lindenstr.,https://adamlink.nl/geo/street/lindenstraat/2708,http://www.wikidata.org/entity/Q19328040,Lindenstraat,Point(4.8845175125222 52.379550107884),1625,1625,0,0;
Linnaeusdwarsstr.,https://adamlink.nl/geo/street/linnaeusdwarsstraat/2709,http://www.wikidata.org/entity/Q19328380,Linnaeusdwarsstraat,Point(4.9316059302427 52.353078301971),1901,1901,0,0;
Linnaeusdwstr,https://adamlink.nl/geo/street/linnaeusdwarsstraat/2709,http://www.wikidata.org/entity/Q19328380,Linnaeusdwarsstraat,Point(4.9316059302427 52.353078301971),1901,1901,0,0;
linnaeusdw.str.,https://adamlink.nl/geo/street/linnaeusdwarsstraat/2709,http://www.wikidata.org/entity/Q19328380,Linnaeusdwarsstraat,Point(4.9316059302427 52.353078301971),1901,1901,0,0;
Linneauskade,https://adamlink.nl/geo/street/linnaeuskade/2711,http://www.wikidata.org/entity/Q19328387,Linnaeuskade,Point(4.9320721500785 52.356279723498),1901,1901,0,0;
Linneuskade,https://adamlink.nl/geo/street/linnaeuskade/2711,http://www.wikidata.org/entity/Q19328387,Linnaeuskade,Point(4.9320721500785 52.356279723498),1901,1901,0,0;
Linnaeus Parkweg,https://adamlink.nl/geo/street/linnaeusparkweg/2713,http://www.wikidata.org/entity/Q19328401,Linnaeusparkweg,Point(4.9310045507849 52.356058120311),1901,1901,0,0;
Linneausp.weg,https://adamlink.nl/geo/street/linnaeusparkweg/2713,http://www.wikidata.org/entity/Q19328401,Linnaeusparkweg,Point(4.9310045507849 52.356058120311),1901,1901,0,0;
Linnaesparkweg,https://adamlink.nl/geo/street/linnaeusparkweg/2713,http://www.wikidata.org/entity/Q19328401,Linnaeusparkweg,Point(4.9310045507849 52.356058120311),1901,1901,0,0;
Linnnaeusparkweg,https://adamlink.nl/geo/street/linnaeusparkweg/2713,http://www.wikidata.org/entity/Q19328401,Linnaeusparkweg,Point(4.9310045507849 52.356058120311),1901,1901,0,0;
Linn.parkweg,https://adamlink.nl/geo/street/linnaeusparkweg/2713,http://www.wikidata.org/entity/Q19328401,Linnaeusparkweg,Point(4.9310045507849 52.356058120311),1901,1901,0,0;
Linnauesparkweg,https://adamlink.nl/geo/street/linnaeusparkweg/2713,http://www.wikidata.org/entity/Q19328401,Linnaeusparkweg,Point(4.9310045507849 52.356058120311),1901,1901,0,0;
Linn Parkweg,https://adamlink.nl/geo/street/linnaeusparkweg/2713,http://www.wikidata.org/entity/Q19328401,Linnaeusparkweg,Point(4.9310045507849 52.356058120311),1901,1901,0,0;
Linnaeusp. weg,https://adamlink.nl/geo/street/linnaeusparkweg/2713,http://www.wikidata.org/entity/Q19328401,Linnaeusparkweg,Point(4.9310045507849 52.356058120311),1901,1901,0,0;
Linneausparkw.,https://adamlink.nl/geo/street/linnaeusparkweg/2713,http://www.wikidata.org/entity/Q19328401,Linnaeusparkweg,Point(4.9310045507849 52.356058120311),1901,1901,0,0;
Linaeusparkweg,https://adamlink.nl/geo/street/linnaeusparkweg/2713,http://www.wikidata.org/entity/Q19328401,Linnaeusparkweg,Point(4.9310045507849 52.356058120311),1901,1901,0,0;
linnaeussparkweg,https://adamlink.nl/geo/street/linnaeusparkweg/2713,http://www.wikidata.org/entity/Q19328401,Linnaeusparkweg,Point(4.9310045507849 52.356058120311),1901,1901,0,0;
Linnaeusparkw.,https://adamlink.nl/geo/street/linnaeusparkweg/2713,http://www.wikidata.org/entity/Q19328401,Linnaeusparkweg,Point(4.9310045507849 52.356058120311),1901,1901,0,0;
Linnaeusp.weg,https://adamlink.nl/geo/street/linnaeusparkweg/2713,http://www.wikidata.org/entity/Q19328401,Linnaeusparkweg,Point(4.9310045507849 52.356058120311),1901,1901,0,0;
Linneausparkweg,https://adamlink.nl/geo/street/linnaeusparkweg/2713,http://www.wikidata.org/entity/Q19328401,Linnaeusparkweg,Point(4.9310045507849 52.356058120311),1901,1901,0,0;
L:innaeusstr,https://adamlink.nl/geo/street/linnaeusstraat/2715,http://www.wikidata.org/entity/Q2553453,Linnaeusstraat,Point(4.9227304193449 52.363725360596),1878,1878,0,0;
Linneausstr.,https://adamlink.nl/geo/street/linnaeusstraat/2715,http://www.wikidata.org/entity/Q2553453,Linnaeusstraat,Point(4.9227304193449 52.363725360596),1878,1878,0,0;
Linnauesstraat,https://adamlink.nl/geo/street/linnaeusstraat/2715,http://www.wikidata.org/entity/Q2553453,Linnaeusstraat,Point(4.9227304193449 52.363725360596),1878,1878,0,0;
