namevariant,wikidata,preflabel,coords,begin,end
searchable,wikidata_url,canonical_form,geometry,begin_min,end_max
Nassaulaan (Haarlem),http://www.wikidata.org/entity/Q17286733,Nassaulaan,Point(4.63294 52.38367),1859,
Gedempte Kraaienhorstergracht,http://www.wikidata.org/entity/Q17286733,Nassaulaan,Point(4.63294 52.38367),1859,
Kraaienhorstergracht,http://www.wikidata.org/entity/Q17286733,Nassaulaan,Point(4.63294 52.38367),1859,
Nassauplein,http://www.wikidata.org/entity/Q19352991,Nassauplein,Point(4.634 52.3848),1884,
Nassaustraat,http://www.wikidata.org/entity/Q19353039,Nassaustraat,Point(4.6351 52.3844),1593,
Korte Ridderstraat,http://www.wikidata.org/entity/Q19353039,Nassaustraat,Point(4.6351 52.3844),1593,
Waaigat,http://www.wikidata.org/entity/Q19353039,Nassaustraat,Point(4.6351 52.3844),1593,
Nauwe Appelaarsteeg,http://www.wikidata.org/entity/Q19353168,Nauwe Appelaarsteeg,Point(4.6398 52.381),1543,
Naauwe Appelaar steeg,http://www.wikidata.org/entity/Q19353168,Nauwe Appelaarsteeg,Point(4.6398 52.381),1543,
Nauwe Geldelozepad,http://www.wikidata.org/entity/Q19353172,Nauwe Geldelozepad,Point(4.6262 52.3738),1636,
Geldeloze Pad,http://www.wikidata.org/entity/Q19353172,Nauwe Geldelozepad,Point(4.6262 52.3738),1636,
Nederlandlaan,http://www.wikidata.org/entity/Q19353297,Nederlandlaan,Point(4.6451 52.366),1960,
Nemelaar,http://www.wikidata.org/entity/Q19353614,Nemelaar,Point(4.6548 52.3483),,
Neptunusstraat,http://www.wikidata.org/entity/Q19353712,Neptunusstraat,Point(4.6428 52.4053),1930,
Nesciostraat,http://www.wikidata.org/entity/Q19353798,Nesciostraat,Point(4.6482 52.4178),1992,
Nice Passage,http://www.wikidata.org/entity/Q19354035,Nice Passage,Point(4.6546 52.3587),,
Nico Andriessenstraat,http://www.wikidata.org/entity/Q19354040,Nico Andriessenstraat,Point(4.6623 52.3809),,
Nico van Suchtelenstraat,http://www.wikidata.org/entity/Q19354080,Nico van Suchtelenstraat,Point(4.643689 52.414482),1954,
Nicolaas Beetsstraat,http://www.wikidata.org/entity/Q19354149,Nicolaas Beetsstraat,Point(4.6533 52.3807),1905,
Nicolaas van der Laanstraat,http://www.wikidata.org/entity/Q19354256,Nicolaas van der Laanstraat,Point(4.6287 52.3866),1898,
Niels Finsenstraat,http://www.wikidata.org/entity/Q19354357,Niels Finsenstraat,Point(4.6582 52.3634),,
Nieuw Guineaplein,http://www.wikidata.org/entity/Q19354482,Nieuw Guineaplein,Point(4.6527 52.4056),1950,
Nieuw Guineastraat,http://www.wikidata.org/entity/Q19354484,Nieuw Guineastraat,Point(4.6544 52.4047),1950,
Nieuw Heiligland,http://www.wikidata.org/entity/Q17286755,Nieuw Heiligland,Point(4.632864 52.377184),1621,
Het nieuwe Heilig land,http://www.wikidata.org/entity/Q17286755,Nieuw Heiligland,Point(4.632864 52.377184),1621,
Nieuwe Gracht,http://www.wikidata.org/entity/Q17195901,Nieuwe Gracht,Point(4.636009 52.384844),1686,
Nieuwe Gracht (Haarlem),http://www.wikidata.org/entity/Q17195901,Nieuwe Gracht,Point(4.636009 52.384844),1686,
Nieuwe Heeregracht,http://www.wikidata.org/entity/Q17195901,Nieuwe Gracht,Point(4.636009 52.384844),1686,
Heeregracht,http://www.wikidata.org/entity/Q17195901,Nieuwe Gracht,Point(4.636009 52.384844),1686,
Nieuwe Groenmarkt,http://www.wikidata.org/entity/Q17286768,Nieuwe Groenmarkt,Point(4.633976 52.382593),1300,
Grote Croft,http://www.wikidata.org/entity/Q17286768,Nieuwe Groenmarkt,Point(4.633976 52.382593),1300,
Groote Krocht,http://www.wikidata.org/entity/Q17286768,Nieuwe Groenmarkt,Point(4.633976 52.382593),1300,
Brede Croft,http://www.wikidata.org/entity/Q17286768,Nieuwe Groenmarkt,Point(4.633976 52.382593),1300,
grote Krocht of nieuwe Groenmarkt,http://www.wikidata.org/entity/Q17286768,Nieuwe Groenmarkt,Point(4.633976 52.382593),1300,
Nieuwe Kerksplein,http://www.wikidata.org/entity/Q17286778,Nieuwe Kerksplein,Point(4.6299 52.377004),1706,
Sint Annakerkhof,http://www.wikidata.org/entity/Q17286778,Nieuwe Kerksplein,Point(4.6299 52.377004),1706,
Het Nieuwe Kerks plein,http://www.wikidata.org/entity/Q17286778,Nieuwe Kerksplein,Point(4.6299 52.377004),1706,
Nieuwe Kruisstraat,http://www.wikidata.org/entity/Q19354869,Nieuwe Kruisstraat,Point(4.6367 52.3837),1708,
Nieuwe Kruis straat,http://www.wikidata.org/entity/Q19354869,Nieuwe Kruisstraat,Point(4.6367 52.3837),1708,
Nieuwe Landstraat,http://www.wikidata.org/entity/Q19354884,Nieuwe Landstraat,Point(4.6448 52.3904),1921,
Nieuwe Manegeplein,http://www.wikidata.org/entity/Q19354906,Nieuwe Manegeplein,Point(4.6365 52.3931),2010,
Nieuwe Raamstraat,http://www.wikidata.org/entity/Q19354997,Nieuwe Raamstraat,Point(4.6287 52.3774),1651,
lange Geuse straat,http://www.wikidata.org/entity/Q19354997,Nieuwe Raamstraat,Point(4.6287 52.3774),1651,
Nieuwe Raam straat,http://www.wikidata.org/entity/Q19354997,Nieuwe Raamstraat,Point(4.6287 52.3774),1651,
Nieuwe Rijweg,http://www.wikidata.org/entity/Q19355007,Nieuwe Rijweg,Point(4.6754 52.4159),1925,
Nieuwe Rijweg (Spaarndam-West),http://www.wikidata.org/entity/Q19355007,Nieuwe Rijweg,Point(4.6754 52.4159),1925,
Nieuwe Spaarnwouderstraat,http://www.wikidata.org/entity/Q19355040,Nieuwe Spaarnwouderstraat,Point(4.6446 52.3798),1628,
Nieuwe Spaarnwouder straat,http://www.wikidata.org/entity/Q19355040,Nieuwe Spaarnwouderstraat,Point(4.6446 52.3798),1628,
Nieuweweg,http://www.wikidata.org/entity/Q19355549,Nieuweweg,Point(4.6701 52.3713),1926,
Nieuwstraat,http://www.wikidata.org/entity/Q19355950,Nieuwstraat,Point(4.6322 52.3786),1628,
Nijlstraat,http://www.wikidata.org/entity/Q19356433,Nijlstraat,Point(4.6479 52.3743),1922,
Nijverheidsweg,http://www.wikidata.org/entity/Q19356675,Nijverheidsweg,Point(4.659 52.3884),1946,
Nobelstraat,http://www.wikidata.org/entity/Q19371281,Nobelstraat,Point(4.6328 52.3818),1616,
Nobel straat,http://www.wikidata.org/entity/Q19371281,Nobelstraat,Point(4.6328 52.3818),1616,
Nobletstraat,http://www.wikidata.org/entity/Q19371318,Nobletstraat,Point(4.6471 52.3773),1918,
Noord Schalkwijkerweg,http://www.wikidata.org/entity/Q19371505,Noord Schalkwijkerweg,Point(4.637392 52.36671),1500,
Noord-Schalkwijkerweg,http://www.wikidata.org/entity/Q19371505,Noord Schalkwijkerweg,Point(4.637392 52.36671),1500,
Schalkwijkerweg,http://www.wikidata.org/entity/Q19371505,Noord Schalkwijkerweg,Point(4.637392 52.36671),1500,
Noorder Emmakade,http://www.wikidata.org/entity/Q19372528,Noorder Emmakade,Point(4.6242 52.3768),1902,
Noorder Schoolsteeg,http://www.wikidata.org/entity/Q19372763,Noorder Schoolsteeg,Point(4.637 52.3821),1417,
Noorder School straat,http://www.wikidata.org/entity/Q19372763,Noorder Schoolsteeg,Point(4.637 52.3821),1417,
Noorder Tuindorpslaan,http://www.wikidata.org/entity/Q19372781,Noorder Tuindorpslaan,Point(4.6023 52.3828),1919,
Noorderhoutpad,http://www.wikidata.org/entity/Q19373832,Noorderhoutpad,Point(4.6449 52.4115),1600,
Santpoorter Voetpad,http://www.wikidata.org/entity/Q19373832,Noorderhoutpad,Point(4.6449 52.4115),1600,
Schotervoetpad,http://www.wikidata.org/entity/Q19373832,Noorderhoutpad,Point(4.6449 52.4115),1600,
Noormannenstraat,http://www.wikidata.org/entity/Q19380946,Noormannenstraat,Point(4.6466 52.3715),1922,
Noorwegenstraat,http://www.wikidata.org/entity/Q19381241,Noorwegenstraat,Point(4.646477 52.365411),1960,
Obistraat,http://www.wikidata.org/entity/Q19385031,Obistraat,Point(4.6482 52.4002),1922,
Ohmstraat,http://www.wikidata.org/entity/Q19388032,Ohmstraat,Point(4.6101 52.3699),1921,
Oliemolenplaats,http://www.wikidata.org/entity/Q19391033,Oliemolenplaats,Point(4.6402 52.3632),2006,
Olieslagerslaan,http://www.wikidata.org/entity/Q19391265,Olieslagerslaan,Point(4.6247 52.3737),1691,
Olivierstraat,http://www.wikidata.org/entity/Q19392191,Olivierstraat,Point(4.6447 52.3926),1909,
Olmenstraat,http://www.wikidata.org/entity/Q19392738,Olmenstraat,Point(4.6359 52.4009),1923,
Oltmansstraat,http://www.wikidata.org/entity/Q19393219,Oltmansstraat,Point(4.6587 52.3802),1934,
Olycanstraat,http://www.wikidata.org/entity/Q19393229,Olycanstraat,Point(4.621 52.3816),1914,
Omvalspoort,http://www.wikidata.org/entity/Q17286798,Omvalspoort,Point(4.633855 52.377887),1722,
Bregtenpoort,http://www.wikidata.org/entity/Q17286798,Omvalspoort,Point(4.633855 52.377887),1722,
Omvals poort,http://www.wikidata.org/entity/Q17286798,Omvalspoort,Point(4.633855 52.377887),1722,
Ooievaarstraat,http://www.wikidata.org/entity/Q19394756,Ooievaarstraat,Point(4.6544 52.4143),1932,
Oorkondelaan,http://www.wikidata.org/entity/Q19394830,Oorkondelaan,Point(4.6508 52.3734),1922,
Oost Indiëstraat,http://www.wikidata.org/entity/Q19394865,Oost Indiëstraat,Point(4.6222 52.3823),1924,
Oostenrijklaan,http://www.wikidata.org/entity/Q19395294,Oostenrijklaan,Point(4.6458 52.36304),1960,
Ooster Tuindorpslaan,http://www.wikidata.org/entity/Q19395316,Ooster Tuindorpslaan,Point(4.6015 52.3825),1924,
Oosterduinweg,http://www.wikidata.org/entity/Q19395420,Oosterduinweg,Point(4.6044 52.3703),1894,
Weg langs Oosterduin,http://www.wikidata.org/entity/Q19395420,Oosterduinweg,Point(4.6044 52.3703),1894,
Oosterduinlaan,http://www.wikidata.org/entity/Q19395420,Oosterduinweg,Point(4.6044 52.3703),1894,
Oosterlaan,http://www.wikidata.org/entity/Q19395420,Oosterduinweg,Point(4.6044 52.3703),1894,
Oosterhoutlaan,http://www.wikidata.org/entity/Q19395528,Oosterhoutlaan,Point(4.6338 52.3675),1907,
Oostermoer,http://www.wikidata.org/entity/Q19395650,Oostermoer,Point(4.6576 52.3524),,
Oosterstraat,http://www.wikidata.org/entity/Q19395777,Oosterstraat,Point(4.6482 52.4022),1922,
Oostkolk,http://www.wikidata.org/entity/Q19396046,Oostkolk,Point(4.6779 52.4138),1700,
Oostkolk (Spaarndam-West),http://www.wikidata.org/entity/Q19396046,Oostkolk,Point(4.6779 52.4138),1700,
Oostlaan,http://www.wikidata.org/entity/Q19396053,Oostlaan,Point(4.664697 52.425005),1700,
Oostvest,http://www.wikidata.org/entity/Q19396172,Oostvest,Point(4.6471 52.3826),1876,
Oostersingelgracht,http://www.wikidata.org/entity/Q19396172,Oostvest,Point(4.6471 52.3826),1876,
Oranjeboomstraat,http://www.wikidata.org/entity/Q19396811,Oranjeboomstraat,Point(4.6229 52.381),1891,
Oranjekade,http://www.wikidata.org/entity/Q19396860,Oranjekade,Point(4.6261 52.3789),1881,
Oranjeplein,http://www.wikidata.org/entity/Q19397027,Oranjeplein,Point(4.6188 52.369),1902,
Oranjestraat,http://www.wikidata.org/entity/Q19397142,Oranjestraat,Point(4.6246 52.3805),1882,
Orionweg,http://www.wikidata.org/entity/Q19397442,Orionweg,Point(4.6404 52.404114),1930,
Oslostraat,http://www.wikidata.org/entity/Q19398002,Oslostraat,Point(4.645898 52.360389),1964,
Ossenhoofdsteeg,http://www.wikidata.org/entity/Q19398494,Ossenhoofdsteeg,Point(4.642 52.3794),1568,
Ossenhoofdsteeg of Burgwalsteeg,http://www.wikidata.org/entity/Q19398494,Ossenhoofdsteeg,Point(4.642 52.3794),1568,
Louris Bittersteeg of Loubittersteeg,http://www.wikidata.org/entity/Q19398494,Ossenhoofdsteeg,Point(4.642 52.3794),1568,
Ossenhoofd steeg,http://www.wikidata.org/entity/Q19398494,Ossenhoofdsteeg,Point(4.642 52.3794),1568,
Otto van Reeslaan,http://www.wikidata.org/entity/Q19399716,Otto van Reeslaan,Point(4.6311 52.4047),1975,
Oudaenstraat,http://www.wikidata.org/entity/Q19399869,Oudaenstraat,Point(4.6524 52.4198),1934,
Oude Groenmarkt,http://www.wikidata.org/entity/Q17286815,Oude Groenmarkt,Point(4.637372 52.380682),1400,
Op de Beek,http://www.wikidata.org/entity/Q17286815,Oude Groenmarkt,Point(4.637372 52.380682),1400,
oude Groenmarkt,http://www.wikidata.org/entity/Q17286815,Oude Groenmarkt,Point(4.637372 52.380682),1400,
Oude Raamstraat,http://www.wikidata.org/entity/Q19402054,Oude Raamstraat,Point(4.6288 52.377),1660,
Oude Raam straat,http://www.wikidata.org/entity/Q19402054,Oude Raamstraat,Point(4.6288 52.377),1660,
Oude Rozenstraat,http://www.wikidata.org/entity/Q98128196,Oude Rozenstraat,Point(4.64060783 52.38723985),,1800
Rozenstraat,http://www.wikidata.org/entity/Q98128196,Oude Rozenstraat,Point(4.64060783 52.38723985),,1800
Oude Rosestraat,http://www.wikidata.org/entity/Q98128196,Oude Rozenstraat,Point(4.64060783 52.38723985),,1800
Oude Roosestraat,http://www.wikidata.org/entity/Q98128196,Oude Rozenstraat,Point(4.64060783 52.38723985),,1800
Oude Rosestr.,http://www.wikidata.org/entity/Q98128196,Oude Rozenstraat,Point(4.64060783 52.38723985),,1800
Roose straet,http://www.wikidata.org/entity/Q98128196,Oude Rozenstraat,Point(4.64060783 52.38723985),,1800
Oude Waarderweg,http://www.wikidata.org/entity/Q19402730,Oude Waarderweg,Point(4.660707 52.401261),,
Oude Zijlvest,http://www.wikidata.org/entity/Q19402842,Oude Zijlvest,Point(4.6288 52.3806),1966,
Oudeweg,http://www.wikidata.org/entity/Q19403147,Oudeweg,Point(4.6504 52.3846),1600,
Outgert Pieterslaan,http://www.wikidata.org/entity/Q19403315,Outgert Pieterslaan,Point(4.6246 52.3709),1985,
Overloop,http://www.wikidata.org/entity/Q19403573,Overloop,Point(4.611312747 52.362633647),,
Overtonstraat,http://www.wikidata.org/entity/Q19403686,Overtonstraat,Point(4.6452 52.4036),1913,
Overtonweg,http://www.wikidata.org/entity/Q19403687,Overtonweg,Point(4.6479 52.4024),1923,
Oxfordstraat,http://www.wikidata.org/entity/Q19403799,Oxfordstraat,Point(4.647171 52.358034),1964,
P.C. Boutensstraat,http://www.wikidata.org/entity/Q19403977,P.C. Boutensstraat,Point(4.642636 52.416052),1954,
P. C. Boutensstraat,http://www.wikidata.org/entity/Q19403977,P.C. Boutensstraat,Point(4.642636 52.416052),1954,
Herman de Manstraat,http://www.wikidata.org/entity/Q19403977,P.C. Boutensstraat,Point(4.642636 52.416052),1954,
P.C. Hooftstraat,http://www.wikidata.org/entity/Q19404033,P.C. Hooftstraat,Point(4.6515 52.4154),1934,
Pa van der Steurstraat,http://www.wikidata.org/entity/Q19404156,Pa van der Steurstraat,Point(4.6607 52.359),,
Paarlaarsteeg,http://www.wikidata.org/entity/Q19404406,Paarlaarsteeg,Point(4.6349 52.3808),1486,
Peerlestege,http://www.wikidata.org/entity/Q19404406,Paarlaarsteeg,Point(4.6349 52.3808),1486,
Parelaarssteeg,http://www.wikidata.org/entity/Q19404406,Paarlaarsteeg,Point(4.6349 52.3808),1486,
Paerlesteegh,http://www.wikidata.org/entity/Q19404406,Paarlaarsteeg,Point(4.6349 52.3808),1486,
Paerdesteegh,http://www.wikidata.org/entity/Q19404406,Paarlaarsteeg,Point(4.6349 52.3808),1486,
Paardesteeg,http://www.wikidata.org/entity/Q19404406,Paarlaarsteeg,Point(4.6349 52.3808),1486,
Parelaars steeg,http://www.wikidata.org/entity/Q19404406,Paarlaarsteeg,Point(4.6349 52.3808),1486,
Padangstraat,http://www.wikidata.org/entity/Q19404523,Padangstraat,Point(4.6511 52.4045),1923,
Pal Maleterweg,http://www.wikidata.org/entity/Q19404738,Pal Maleterweg,Point(4.6687 52.3797),1987,
Palamedesstraat,http://www.wikidata.org/entity/Q19404762,Palamedesstraat,Point(4.6559 52.4156),1934,
Pallasstraat,http://www.wikidata.org/entity/Q19404953,Pallasstraat,Point(4.6384 52.4038),1930,
Palletweg,http://www.wikidata.org/entity/Q19404960,Palletweg,Point(4.664 52.3845),1988,
Palmstraat,http://www.wikidata.org/entity/Q19405014,Palmstraat,Point(4.6391 52.3749),1880,
Pampus,http://www.wikidata.org/entity/Q19405104,Pampus,Point(4.6478 52.351),,
Papaverstraat,http://www.wikidata.org/entity/Q19405367,Papaverstraat,Point(4.6172 52.3718),1924,
Papentorenvest,http://www.wikidata.org/entity/Q19405529,Papentorenvest,Point(4.6439 52.3833),1822,
Papentorensingel,http://www.wikidata.org/entity/Q19405529,Papentorenvest,Point(4.6439 52.3833),1822,
Papentoorns Vest,http://www.wikidata.org/entity/Q19405529,Papentorenvest,Point(4.6439 52.3833),1822,
Park Oosterspaarn,http://www.wikidata.org/entity/Q19406140,Park Oosterspaarn,Point(4.6442 52.351),,
Parklaan,http://www.wikidata.org/entity/Q17195978,Parklaan,Point(4.63921 52.38577),1870,
Parklaan (Haarlem),http://www.wikidata.org/entity/Q17195978,Parklaan,Point(4.63921 52.38577),1870,
Achter Nieuwe Gracht,http://www.wikidata.org/entity/Q17195978,Parklaan,Point(4.63921 52.38577),1870,
Achter Nieuwegracht,http://www.wikidata.org/entity/Q17195978,Parklaan,Point(4.63921 52.38577),1870,
Tweede Nieuwegragt,http://www.wikidata.org/entity/Q17195978,Parklaan,Point(4.63921 52.38577),1870,
Agter Nieuwegragt,http://www.wikidata.org/entity/Q17195978,Parklaan,Point(4.63921 52.38577),1870,
Parkstraat,http://www.wikidata.org/entity/Q19406368,Parkstraat,Point(4.6404 52.3868),1688,
Korte Molensteeg,http://www.wikidata.org/entity/Q19406368,Parkstraat,Point(4.6404 52.3868),1688,
Rozenlaantje,http://www.wikidata.org/entity/Q19406368,Parkstraat,Point(4.6404 52.3868),1688,
Korte Moolesteeg,http://www.wikidata.org/entity/Q19406368,Parkstraat,Point(4.6404 52.3868),1688,
Korte Moolensteeg,http://www.wikidata.org/entity/Q19406368,Parkstraat,Point(4.6404 52.3868),1688,
Rooselaantje,http://www.wikidata.org/entity/Q19406368,Parkstraat,Point(4.6404 52.3868),1688,
Roozelaantje,http://www.wikidata.org/entity/Q19406368,Parkstraat,Point(4.6404 52.3868),1688,
Korte Molenstraat,http://www.wikidata.org/entity/Q19406368,Parkstraat,Point(4.6404 52.3868),1688,
Het Rozenlaantje,http://www.wikidata.org/entity/Q19406368,Parkstraat,Point(4.6404 52.3868),1688,
Parnassiakade,http://www.wikidata.org/entity/Q19406539,Parnassiakade,Point(4.6084 52.3696),1931,
Lorentzkade,http://www.wikidata.org/entity/Q19406539,Parnassiakade,Point(4.6084 52.3696),1931,
Pascalstraat,http://www.wikidata.org/entity/Q19406609,Pascalstraat,Point(4.6131 52.37),1991,
Patiëntiestraat,http://www.wikidata.org/entity/Q19408607,Patiëntiestraat,Point(4.6357 52.3764),1628,
Patientie straat,http://www.wikidata.org/entity/Q19408607,Patiëntiestraat,Point(4.6357 52.3764),1628,
Patriarchstraat,http://www.wikidata.org/entity/Q19408631,Patriarchstraat,Point(4.6462 52.3758),1922,
Patrimoniumstraat,http://www.wikidata.org/entity/Q19408863,Patrimoniumstraat,Point(4.6454 52.3892),1921,
Paul Krugerkade,http://www.wikidata.org/entity/Q19408963,Paul Krugerkade,Point(4.6457 52.3921),1901,
Paul Krugerstraat,http://www.wikidata.org/entity/Q19408986,Paul Krugerstraat,Point(4.642 52.3928),1901,
Paus Leostraat,http://www.wikidata.org/entity/Q19409339,Paus Leostraat,Point(4.6451 52.3731),1922,
Paviljoenslaan,http://www.wikidata.org/entity/Q19409431,Paviljoenslaan,Point(4.6323 52.3715),1809,
Pavilloenslaan,http://www.wikidata.org/entity/Q19409431,Paviljoenslaan,Point(4.6323 52.3715),1809,
Paveljoenslaan,http://www.wikidata.org/entity/Q19409431,Paviljoenslaan,Point(4.6323 52.3715),1809,
Pavelloenslaan,http://www.wikidata.org/entity/Q19409431,Paviljoenslaan,Point(4.6323 52.3715),1809,
Pearl S. Buckstraat,http://www.wikidata.org/entity/Q19409469,Pearl S. Buckstraat,Point(4.6683 52.3553),,
Pegasusstraat,http://www.wikidata.org/entity/Q19409674,Pegasusstraat,Point(4.641555 52.404062),1930,
Peltenburgstraat,http://www.wikidata.org/entity/Q19409947,Peltenburgstraat,Point(4.6435 52.3761),2012,
Penningsveer,http://www.wikidata.org/entity/Q19410047,Penningsveer,Point(4.674 52.3907),1600,
Peperstraat,http://www.wikidata.org/entity/Q19410144,Peperstraat,Point(4.6529 52.3786),1915,
Hasebroekstraat,http://www.wikidata.org/entity/Q19410144,Peperstraat,Point(4.6529 52.3786),1915,
Pepijnstraat,http://www.wikidata.org/entity/Q19410203,Pepijnstraat,Point(4.6453 52.3724),1922,
Perseusstraat,http://www.wikidata.org/entity/Q19410657,Perseusstraat,Point(4.642964 52.404641),1930,
Pestalozzistraat,http://www.wikidata.org/entity/Q19411523,Pestalozzistraat,Point(4.6604 52.3583),,
Petrus Planciusstraat,http://www.wikidata.org/entity/Q19412836,Petrus Planciusstraat,Point(4.638918 52.376237),2003,
Peuzelaarsteeg,http://www.wikidata.org/entity/Q17487842,Peuzelaarsteeg,Point(4.6347 52.3796),1374,
Peuzelaar steeg,http://www.wikidata.org/entity/Q17487842,Peuzelaarsteeg,Point(4.6347 52.3796),1374,
